 2450441.65527   41.0900001526                   2.8199999 
 2450610.97168   39.6699981689                        3.04 
 2450611.95898  -31.1499996185                        2.46 
 2450645.84277  -38.7700004578                   1.7299999 
 2450655.91797   43.2900009155                        1.88 
 2450793.61719  -20.6100006104                   1.8200001 
 2451014.94629  -3.50999999046                   2.6600001 
 2451025.96484  -6.53999996185                   2.4400001 
 2451048.90332   14.8999996185                   3.4399998 
 2451130.62695   64.8600006104                        2.96 
 2451416.92578            6.25                   2.4800003 
 2451444.81836  -11.3800001144                   3.3499997 
  2451445.7959          -25.25                        2.96 
 2451447.72754   68.1999969482                   2.4200001 
 2451448.82295   18.7299995422                   2.5999997 
 2451482.66406   10.9399995804                   3.1199999 
 2451533.57715   4.59999990463                   2.8699999 
 2451533.69922  -4.98000001907                        2.78 
 2451774.85938  -5.84999990463                        2.47 
 2451815.75912   78.5968933105                   1.7782786 
 2451826.70135  -34.4387588501                   2.0746267 
 2451834.68916   -43.930015564                   1.7995763 
 2451839.68262  -19.3400001526                   2.9000001 
 2451869.61241  -10.0498456955                   2.2101862 
 2452120.86719   55.7200012207                   2.8499999 
 2452157.77832   41.4500007629                   2.6200001 
 2452158.78223   59.6300010681                   2.6700001 
 2452159.76269  -1.94000005722                   2.4000001 
 2452160.81738  -39.1500015259                   3.4900002 
 2452167.75297   42.0864524841                   2.0641706 
 2452168.77589  -34.9127655029                   1.9909964 
 2452169.80528  -16.2942295074                   2.3128531 
 2452170.79992   57.2723426819                   1.8402935 
 2452171.76805   48.8111228943                   2.1527135 
 2452172.79847    -24.43491745                   1.8620092 
 2452173.76442  -26.6348266602                   2.0152171 
   2452184.761    33.888256073                   1.8878163 
 2452189.69315  -23.6774215698                   1.9762779 
 2452492.90604   51.7737579346                   1.5440456 
 2452493.87503  -9.82397270203                   1.5358979 
 2452508.83912   7.02673816681                   1.4264663 
   2452509.828   36.5515518188                   1.4601626 
 2452511.87648  -71.4648513794                   1.5090644 
 2452512.86578  -12.0688505173                   1.4238226 
 2452513.85304   42.0923461914                   1.4449834 
 2452534.81836   42.3699989319                   2.0799999 
 2452535.77594    20.983455658                   1.3044826 
 2452812.98349  -27.0681152344                   1.5029531 
 2452813.96876   37.5718154907                   1.3739368 
 2452890.65723   45.8300018311                   6.3099999 
  2452890.8346   52.7284240723                   1.9339759 
 2452893.85352    3.6099998951                        2.21 
 2452894.76465   46.0600013733                        2.21 
 2452895.79785  -18.4699993134                        2.04 
 2452897.75781  -24.1599998474                   1.9299999 
 2453201.92767  -44.3287658691                    1.766639 
 2453210.98535  -11.3900003433                   1.7800001 
 2453211.95117   42.6599998474                        1.77 
 2453212.88965   6.01999998093                        1.89 
 2453250.89551   2.13000011444                   2.0799999 
 2453251.90332  -53.3199996948                        2.53 
 2453280.78759  -6.06543445587                   1.7536818 
 2453281.81836  -64.7399978638                   2.1400001 
 2453282.78223  -16.2199993134                   2.1500001 
 2453334.63769   45.8300018311                         2.0 
 2453337.63574  -22.2099990845                        2.45 
 2453360.66176   34.1300010681                   2.4000001 
 2453560.96802  -50.1100006104                        2.51 
 2453564.96258  -61.7700004578                        2.51 
 2453571.96248   44.1944961548                   2.3015592 
 2453589.92793  -31.4599990845                   2.9699998 
 2453590.93127          -50.25                        2.78 
 2453592.92079   47.0600013733                   3.8699999 
 2453593.94131  -14.1800003052                   2.6300004 
  2453594.8979  -59.2911758423                   2.0114858 
 2453596.96632   49.0804977417                   2.1680741 
 2453636.72014  -55.7099990845                        2.02 
 2453637.74141  -47.5600013733                   2.1800001 
 2453866.97624   8.30000019073                   2.7500002 
 2453867.98295   45.1500015259                   2.1199999 
 2453895.97271  -31.1599998474                   2.0699999 
 2453896.98241   36.1500015259                        1.97 
 2453897.95163   29.7800006866                   2.1700001 
 2453923.95328  -9.65569400787                   1.8016254 
 2453925.94229  -5.09182214737                   1.8478576 
  2453926.9717   54.5888519287                    1.676868 
 2453949.93271   -56.563583374                   2.1177051 
 2453950.93179  -30.5844593048                   2.1762021 
 2453951.90315   41.3686141968                   1.8278606 
 2453953.86274           -37.5                        2.26 
 2453955.92112   27.6800003052                        2.02 
 2453957.81459  -23.4200000763                        2.26 
 2453962.81502   -46.708114624                   1.9438384 
 2453963.80572  -13.7994880676                   2.1447842 
 2453964.87231   57.2071914673                   2.2129393 
 2453987.81057  -55.4351539612                    1.482451 
 2453988.78984  -57.9500007629                        2.25 
 2453989.82637   27.5699996948                        2.22 
 2454046.70801  -32.4799995422                        2.45 
 2454047.68107  -59.5999984741                        2.29 
 2454049.68378   49.3450546265                   1.7853669 
 2454071.63446   10.7299995422                        2.21 
  2454072.6409  -64.8300018311                         2.2 
 2454073.64075  -41.7900009155                        2.47 
 2454097.62007  -29.6208953857                   1.7912503 
 2454098.61554  -62.0600013733                        2.46 
 2454099.62189   12.0600004196                        2.25 
 2454102.61151  -66.3099975586                   2.3199999 
 2454103.61317  -15.1199998856                   2.3599999 
 2454311.89207   49.7200012207                         2.2 
 2454339.90554  -65.0671386719                   1.4664687 
 2454340.82795  -4.66714191437                   1.5627849 
 2454373.75469  -63.3499984741                   2.1500001 
 2454424.67906  -51.1738204956                   1.3308289 
  2454425.6197   19.9200000763                        1.91 
 2454623.97779  -12.3316001892                   1.7520001 
 2454672.89051  -25.5914230347                   1.1889657 
 2454694.94435  -71.0400009155                   2.3099999 
 2454783.65719  -58.6899986267                   2.3299999 
   2454785.614   50.0800018311                   2.3699999 
 2455171.65438   17.6347465515                   2.4744649 
 2455438.86301  -35.1349983215                   1.3059645 
 2455527.65036  -34.6153907776                   1.3534311 
 2455546.62618   5.94851589203                   2.2458122 
 2455843.84546   25.5900001526                   3.5899997 
 2455844.75546  -28.4500007629                   2.8199999 
 2455846.74056  -9.52999973297                   2.4300001 
